,complaint,impression,diagnosis,count
8596,Hemorrhage Laceration ion,Hemorrhage Not Elsewhere Classified,Laceration ,15
8645,Hemorrhage Laceration ion,Injury Forearm,Laceration ,4
8657,Hemorrhage Laceration ion,Injury Head,Laceration ,9
8665,Hemorrhage Laceration ion,Injury Lower Leg,Laceration ,8
8670,Hemorrhage Laceration ion,Injury Nose,Epistaxis,8
8684,Hemorrhage Laceration ion,Injury Not Otherwise Listed,Laceration ,16
8696,Hemorrhage Laceration ion,Injury Thigh Upper Leg,Laceration ,5
8699,Hemorrhage Laceration ion,Injury Wrist Hand Or Fingers,Laceration ,9
8707,Hemorrhage Laceration ion,Laceration ion Without Foreign Body Thigh Sequela,Laceration ,11
8712,Hemorrhage Laceration ion,Nasal Mucositis Ulcerative,Epistaxis,7
8734,Hemorrhage Laceration ion,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,4
8749,Hemorrhage Laceration ion,Not Applicable,Epistaxis,3
8756,Hemorrhage Laceration ion,Not Applicable,Laceration ,5
8774,Hemorrhage Laceration ion,Not Recorded,Chronic Or Duodenal Ulcer,3
8783,Hemorrhage Laceration ion,Not Recorded,Epistaxis,3
8785,Hemorrhage Laceration ion,Not Recorded,Gastrointestinal Hemorrhage,5
8791,Hemorrhage Laceration ion,Not Recorded,Laceration ,11
8822,Hemorrhage Laceration ion,Pain,Sepsis,6
8835,Hemorrhage Laceration ion,Pain Extremety Nontraumatic,Sepsis,3
8894,Hemorrhage Laceration ion,Weakness,Epistaxis,3
8929,Medevac HEMS Airmedical Transport,CV Cardiac Arrest,Cardiac Arrest,5
8988,Medevac HEMS Airmedical Transport,Injury Of Head ,Traumatic Subrac Hem,3
9129,No Other Appropriate Choice,Abdominal Tenderness,Acute Appendicitis,3
9133,No Other Appropriate Choice,Abuse Of Alcohol,Alcohol Abuse,7
9139,No Other Appropriate Choice,Abuse Of Alcohol Intoxication,Alcohol Abuse,5
9142,No Other Appropriate Choice,Abuse Of Alcohol Withdrawal,Alcohol Dependence,3
9174,No Other Appropriate Choice,Behavioral Depression,Major Depressive Disorder,14
9195,No Other Appropriate Choice,Behavioral Mental Disorder Not Otherwise Listed,Bipolar Disorder,3
9203,No Other Appropriate Choice,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,9
9217,No Other Appropriate Choice,Behavioral Strange Behavior,Major Depressive Disorder,4
9221,No Other Appropriate Choice,Behavioral Strange Behavior,Psychosis,3
9232,No Other Appropriate Choice,Behavioral Suicidal Homicidal Ideation,Major Depressive Disorder,17
9237,No Other Appropriate Choice,Behavioral Suicidal Homicidal Ideation,Suicidal Ideations,7
9241,No Other Appropriate Choice,Behavioral Suicide Attempt,Major Depressive Disorder,11
9244,No Other Appropriate Choice,Behavioral Suicide Attempt,Poisoning By 4Aminophenol Derivatives,6
9247,No Other Appropriate Choice,Behavioral Suicide Attempt,Poisoning By Benzodiazepines,3
9255,No Other Appropriate Choice,Behavioral Suicide Attempt,Suicidal Ideations,4
9256,No Other Appropriate Choice,Behavioral Suicide Attempt,Suicide Attempt,3
9273,No Other Appropriate Choice,CV Chest Pain Angina,Chest Pain,3
9282,No Other Appropriate Choice,CV Chest Pain Presumed Cardiac,Chest Pain,4
9284,No Other Appropriate Choice,CV Chest Pain Presumed Cardiac,NonSt Elevation Nstemi Myocardial Infarction,3
9308,No Other Appropriate Choice,CV Hypotension,Sepsis,5
9330,No Other Appropriate Choice,Eent Nose Bleed,Epistaxis,6
9333,No Other Appropriate Choice,Endocrine Hyperglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,4
9334,No Other Appropriate Choice,Endocrine Hyperglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,5
9349,No Other Appropriate Choice,Fever,Sepsis,3
9375,No Other Appropriate Choice,GI GU Appendicitis Acute Onset,Acute Appendicitis,6
9377,No Other Appropriate Choice,GI GU Bowel Obstruction,Intestinal Obstruction,3
9390,No Other Appropriate Choice,GI GU Generalized Abdominal Pain,Generalized Abdominal Pain,4
9467,No Other Appropriate Choice,Infectious Sepsis,Sepsis,5
9509,No Other Appropriate Choice,Injury Head With Loc,Traumatic Subdr Hem,6
9536,No Other Appropriate Choice,Injury Lower Leg,Displaced Bicondylar Fracture Of Tibia,3
9620,No Other Appropriate Choice,Neuro Altered Mental Status Altered Loc Decreased Loc,Disorientation,3
9631,No Other Appropriate Choice,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,3
9657,No Other Appropriate Choice,Neuro Stroke CVa,Cerebral Infarction,10
9721,No Other Appropriate Choice,Not Applicable,Sepsis,3
9795,No Other Appropriate Choice,Pain Chest Presumed Noncardiac,Sepsis,3
9833,No Other Appropriate Choice,Pain Not Elsewhere Mentioned Sudden Onset,Traumatic Subdr Hem,3
9849,No Other Appropriate Choice,Respiratory Asthma,Asthma,3
9855,No Other Appropriate Choice,Respiratory Not Otherwise Listed,Acute Bronchiolitis,5
9870,No Other Appropriate Choice,Respiratory Pneumothorax Spontaneous,Pneumothorax,3
9933,Overdose Poisoning Ingestion,Abuse Of Alcohol,Alcohol Abuse,49
9934,Overdose Poisoning Ingestion,Abuse Of Alcohol,Alcohol Dependence,15
9935,Overdose Poisoning Ingestion,Abuse Of Alcohol,Alcohol Use,6
9949,Overdose Poisoning Ingestion,Abuse Of Alcohol,Major Depressive Disorder,7
9953,Overdose Poisoning Ingestion,Abuse Of Alcohol,Poisoning By Antiallerg Antiemetic,3
9955,Overdose Poisoning Ingestion,Abuse Of Alcohol,Poisoning By Antipsychot Neurolept,5
9972,Overdose Poisoning Ingestion,Abuse Of Alcohol,Toxic Effect Of Ethanol,7
9979,Overdose Poisoning Ingestion,Abuse Of Alcohol Intoxication,Alcohol Abuse,38
9980,Overdose Poisoning Ingestion,Abuse Of Alcohol Intoxication,Alcohol Dependence,8
9981,Overdose Poisoning Ingestion,Abuse Of Alcohol Intoxication,Altered Mental Status,4
9991,Overdose Poisoning Ingestion,Abuse Of Alcohol Intoxication,Major Depressive Disorder,6
10008,Overdose Poisoning Ingestion,Abuse Of Alcohol Withdrawal,Alcohol Abuse,4
10009,Overdose Poisoning Ingestion,Abuse Of Alcohol Withdrawal,Alcohol Dependence,3
10027,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Alcohol Abuse,3
10029,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Altered Mental Status,5
10039,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Major Depressive Disorder,4
10040,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Opioid Abuse,7
10041,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Opioid Dependence,5
10047,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Poisoning By Benzodiazepines,8
10050,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Poisoning By Heroin,18
10053,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Poisoning By Opioids,6
10057,Overdose Poisoning Ingestion,Abuse Of Narcotic Ie Heroin,Psychoactive Substance Abuse,4
10067,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Alcohol Abuse,13
10071,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Cannabis Abuse,5
10078,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Major Depressive Disorder,6
10079,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Opioid Abuse,5
10086,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Poisoning By Antipsychot Neurolept,3
10087,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Poisoning By Benzodiazepines,5
10089,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Poisoning By Drug Meds Biol Subst,4
10090,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Poisoning By Heroin,4
10094,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Poisoning By Slctv Seroton Norepineph Reup Inhibtr,3
10095,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Psychoactive Substance Abuse,4
10098,Overdose Poisoning Ingestion,Abuse Of Psychoactive Substance,Stimulant Abuse,9
10110,Overdose Poisoning Ingestion,Abuse Of Sedative Hypnotic Or Anxiolytic,Major Depressive Disorder,9
10114,Overdose Poisoning Ingestion,Abuse Of Sedative Hypnotic Or Anxiolytic,Poisoning By Antieplptc And SedHypntc Drugs,7
10117,Overdose Poisoning Ingestion,Abuse Of Sedative Hypnotic Or Anxiolytic,Poisoning By Benzodiazepines,6
10124,Overdose Poisoning Ingestion,Abuse Of Sedative Hypnotic Or Anxiolytic,Poisoning By Slctv Seroton Norepineph Reup Inhibtr,3
10125,Overdose Poisoning Ingestion,Abuse Of Sedative Hypnotic Or Anxiolytic,Poisoning By Slctv Serotonin Reuptake Inhibtr,3
10133,Overdose Poisoning Ingestion,Alcohol Abuse With Intoxication,Alcohol Dependence,4
10135,Overdose Poisoning Ingestion,Alcohol Dependence With Intoxication,Alcohol Abuse,12
10143,Overdose Poisoning Ingestion,Behavioral Anxiety,Alcohol Abuse,4
10163,Overdose Poisoning Ingestion,Behavioral Depression,Major Depressive Disorder,6
10169,Overdose Poisoning Ingestion,Behavioral Depression,Poisoning By Antipsychot Neurolept,5
10171,Overdose Poisoning Ingestion,Behavioral Depression,Poisoning By Benzodiazepines,4
10178,Overdose Poisoning Ingestion,Behavioral Depression,Suicidal Ideations,3
10189,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Alcohol Abuse,5
10199,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,22
10202,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By 4Aminophenol Derivatives,6
10203,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Antiallerg Antiemetic,3
10204,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Antieplptc And SedHypntc Drugs,3
10206,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Antipsychot Neurolept,4
10211,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Poisoning By Propionic Acid Derivatives,3
10215,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Psychoactive Substance Abuse,3
10217,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Psychosis,3
10221,Overdose Poisoning Ingestion,Behavioral Mental Disorder Not Otherwise Listed,Stimulant Abuse,7
10226,Overdose Poisoning Ingestion,Behavioral Strange Behavior,Alcohol Abuse,3
10233,Overdose Poisoning Ingestion,Behavioral Strange Behavior,Major Depressive Disorder,4
10250,Overdose Poisoning Ingestion,Behavioral Suicidal Homicidal Ideation,Alcohol Abuse,4
10252,Overdose Poisoning Ingestion,Behavioral Suicidal Homicidal Ideation,Headache,4
10253,Overdose Poisoning Ingestion,Behavioral Suicidal Homicidal Ideation,Major Depressive Disorder,10
10254,Overdose Poisoning Ingestion,Behavioral Suicidal Homicidal Ideation,Poisoning By 4Aminophenol Derivatives,3
10259,Overdose Poisoning Ingestion,Behavioral Suicidal Homicidal Ideation,Poisoning By Antipsychot Neurolept,5
10261,Overdose Poisoning Ingestion,Behavioral Suicidal Homicidal Ideation,Poisoning By Benzodiazepines,3
10269,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Adjustment Disorder,3
10270,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Alcohol Abuse,3
10281,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Major Depressive Disorder,29
10284,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By 4Aminophenol Derivatives,10
10289,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Antiallerg Antiemetic,9
10291,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Antieplptc And SedHypntc Drugs,9
10292,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Antihypertensive Drugs,3
10293,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Antipsychot Neurolept,9
10294,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Aspirin,3
10295,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Benzodiazepines,19
10300,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Opioids,3
10303,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Propionic Acid Derivatives,8
10304,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Skeletal Musclele Relaxants,3
10305,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Slctv Seroton Norepineph Reup Inhibtr,6
10306,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Poisoning By Slctv Serotonin Reuptake Inhibtr,5
10311,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Suicidal Ideations,6
10312,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Suicide Attempt,3
10315,Overdose Poisoning Ingestion,Behavioral Suicide Attempt,Toxic Effect Of Metals,3
10345,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Alcohol Abuse,6
10348,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Altered Mental Status,3
10360,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Major Depressive Disorder,12
10371,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By 4Aminophenol Derivatives,5
10372,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Amphetamines,5
10374,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Antiallerg Antiemetic,3
10375,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Antidepressants,5
10377,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Antieplptc And SedHypntc Drugs,7
10380,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Antipsychot Neurolept,5
10382,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Benzodiazepines,12
10385,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Drug Meds Biol Subst,6
10386,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Heroin,5
10388,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Narcotics,3
10394,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Slctv Seroton Norepineph Reup Inhibtr,5
10395,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Poisoning By Slctv Serotonin Reuptake Inhibtr,3
10402,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Stimulant Abuse,10
10411,Overdose Poisoning Ingestion,Environment Poisoning Drug Ingestion Overdose,Toxic Effect Of Substance,3
10479,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,29
10480,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,4
10481,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,13
10493,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,3
10501,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Major Depressive Disorder,12
10507,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By 4Aminophenol Derivatives,7
10508,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Amphetamines,4
10511,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antiallerg Antiemetic,4
10512,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antieplptc And SedHypntc Drugs,7
10514,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antiparkns Drug Centr MuscleTone Depr,4
10515,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antipsychot Neurolept,8
10517,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Benzodiazepines,23
10520,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Drug Meds Biol Subst,5
10521,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Heroin,8
10524,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Opioids,9
10528,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Slctv Serotonin Reuptake Inhibtr,6
10531,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Psychoactive Substance Abuse,13
10535,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Sedative,3
10540,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Stimulant Abuse,3
10543,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Suicide Attempt,3
10549,Overdose Poisoning Ingestion,Neuro Altered Mental Status Altered Loc Decreased Loc,Transient Alteration Of Awareness,4
10593,Overdose Poisoning Ingestion,Not Recorded,Alcohol Abuse,13
10594,Overdose Poisoning Ingestion,Not Recorded,Alcohol Dependence,4
10595,Overdose Poisoning Ingestion,Not Recorded,Altered Mental Status,3
10607,Overdose Poisoning Ingestion,Not Recorded,Major Depressive Disorder,17
10610,Overdose Poisoning Ingestion,Not Recorded,Poisoning By 4Aminophenol Derivatives,6
10613,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Antidepressants,3
10614,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Antieplptc And SedHypntc Drugs,7
10617,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Benzodiazepines,14
10620,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Drug Meds Biol Subst,4
10622,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Heroin,11
10627,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Opioids,6
10628,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Propionic Acid Derivatives,4
10630,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Slctv Seroton Norepineph Reup Inhibtr,4
10631,Overdose Poisoning Ingestion,Not Recorded,Poisoning By Slctv Serotonin Reuptake Inhibtr,4
10639,Overdose Poisoning Ingestion,Not Recorded,Stimulant Abuse,3
10640,Overdose Poisoning Ingestion,Not Recorded,Suicidal Ideations,6
10687,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Alcohol Abuse,11
10690,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Altered Mental Status,5
10698,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Major Depressive Disorder,14
10699,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Opioid Abuse,6
10701,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By 4Aminophenol Derivatives,3
10702,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Amphetamines,5
10706,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Antieplptc And SedHypntc Drugs,7
10708,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Antiparkns Drug Centr MuscleTone Depr,3
10709,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Antipsychot Neurolept,5
10711,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Benzodiazepines,12
10712,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By BetaAdrenocpt Antagonists,3
10713,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Cocaine,3
10714,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Drug Meds Biol Subst,9
10716,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Heroin,18
10722,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Poisoning By Propionic Acid Derivatives,5
10730,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Psychoactive Substance Abuse,5
10736,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Stimulant Abuse,10
10739,Overdose Poisoning Ingestion,Poisoning By Drugs Medicaments And Biological Substances Undetermined,Suicidal Ideations,3
