,complaint,impression,diagnosis,count
5993,Falls,Injury Chest Upper Chest,Traumatic Subdr Hem,2
6003,Falls,Injury Elbow,Posterior Dislocation Of Ulnohumeral Joint,2
6010,Falls,Injury Eye And Or Orbit,Fracture Of Orbital Floor,3
6011,Falls,Injury Eye And Or Orbit,Laceration ,2
6015,Falls,Injury Face,Abrasion Of Head,2
6029,Falls,Injury Face,Fracture Of Nasal Bones,2
6034,Falls,Injury Face,Injury Of Head,9
6036,Falls,Injury Face,Laceration ,12
6040,Falls,Injury Face,Syncope And Collapse,2
6045,Falls,Injury Foot,Displaced Trimalleolar Fracture Of Leg,2
6046,Falls,Injury Foot,Fracture Of Calcaneus,3
6055,Falls,Injury Forearm,Colles Fracture Of Radius,2
6062,Falls,Injury Forearm,Intartic Fracture Of Radius,2
6063,Falls,Injury Forearm,Laceration ,5
6069,Falls,Injury Head,Abrasion Of Head,3
6070,Falls,Injury Head,Abrasion Of Scalp,2
6073,Falls,Injury Head,Alcohol Abuse,2
6078,Falls,Injury Head,Concussion,16
6080,Falls,Injury Head,Contusion Of Head,5
6083,Falls,Injury Head,Contusion Of Scalp,10
6086,Falls,Injury Head,Diffuse Tbi,2
6091,Falls,Injury Head,Fracture Of Base Of Skull,2
6093,Falls,Injury Head,Fracture Of Clavicle,2
6095,Falls,Injury Head,Fracture Of Nasal Bones,3
6102,Falls,Injury Head,Fracture Of The Of Radius,3
6105,Falls,Injury Head,Injury Of Head,38
6106,Falls,Injury Head,Intracranial Injury,6
6107,Falls,Injury Head,Laceration ,57
6108,Falls,Injury Head,Multiple Fractures Of Ribs,2
6112,Falls,Injury Head,Sepsis,2
6115,Falls,Injury Head,Syncope And Collapse,2
6116,Falls,Injury Head,Syndrome Of Inappropriate Secretion Of Antidiuretic Hormone,2
6119,Falls,Injury Head,Traumatic Subdr Hem,14
6120,Falls,Injury Head,Traumatic Subrac Hem,7
6127,Falls,Injury Head With Loc,Laceration ,5
6128,Falls,Injury Head With Loc,Traumatic Subdr Hem,2
6134,Falls,Injury Head Without Loc,Concussion,2
6135,Falls,Injury Head Without Loc,Contusion Of Head,4
6145,Falls,Injury Head Without Loc,Injury Of Head,4
6146,Falls,Injury Head Without Loc,Laceration ,14
6151,Falls,Injury Hip,AgeRel Osteoporosis,12
6155,Falls,Injury Hip,Contusion Of Hip,11
6158,Falls,Injury Hip,Dislocation Of Internal Hip Prosthesis,9
6159,Falls,Injury Hip,Displaced Intertrochanteric Fracture Of Femur,49
6160,Falls,Injury Hip,Displaced Midcervical Fracture Of Femur,6
6162,Falls,Injury Hip,Displaced Subtrochanteric Fracture Of Femur,9
6163,Falls,Injury Hip,Displaced Suprcndl Fracture,2
6168,Falls,Injury Hip,Fracture Of Head And Neck Of Femur,5
6169,Falls,Injury Hip,Fracture Of Neck Of Femur,22
6171,Falls,Injury Hip,Fracture Of Pubis,18
6174,Falls,Injury Hip,Fracture Of Superior Rim Of Pubis,2
6177,Falls,Injury Hip,Injury Of Head,3
6178,Falls,Injury Hip,Injury Of Hip,2
6180,Falls,Injury Hip,Intracapsular Fracture Of Femur,10
6182,Falls,Injury Hip,Laceration ,3
6184,Falls,Injury Hip,Multiple Fracture Of Pelvis,3
6190,Falls,Injury Hip,Osteoporosis,2
6191,Falls,Injury Hip,Pain In Hip,6
6195,Falls,Injury Hip,Pathological Fracture,2
6199,Falls,Injury Hip,Sprain Of Hip,2
6204,Falls,Injury Hip,Trochanteric Fracture Of Femur,2
6211,Falls,Injury Lower Back,Collapsed Vertebra,2
6212,Falls,Injury Lower Back,Concussion,3
6213,Falls,Injury Lower Back,Contusion Of Back And Pelvis,6
6214,Falls,Injury Lower Back,Contusion Of Back Wall Of Thorax,3
6216,Falls,Injury Lower Back,Contusion Of Knee,2
6217,Falls,Injury Lower Back,Dehydration,4
6221,Falls,Injury Lower Back,Fracture Of Fourth Lumbar Vertebra,2
6222,Falls,Injury Lower Back,Fracture Of Lumbar Vertebra,10
6223,Falls,Injury Lower Back,Fracture Of One Rib,5
6225,Falls,Injury Lower Back,Fracture Of T11T12 Vertebra,3
6234,Falls,Injury Lower Back,Low Back Pain,7
6238,Falls,Injury Lower Back,Nonfracture Of Triquetrum Bone,2
6240,Falls,Injury Lower Back,Pain In Thoracic Spine,2
6244,Falls,Injury Lower Back,Stable Burst Fracture Of Lumbar Vertebra,8
6245,Falls,Injury Lower Back,Stable Burst Fracture Of T11T12 Vertebra,2
6246,Falls,Injury Lower Back,Strain Of Musclele,3
6250,Falls,Injury Lower Back,Traumatic Subdr Hem,2
6253,Falls,Injury Lower Back,Wedge Compression Fracture Of T11T12 Vertebra,2
6255,Falls,Injury Lower Leg,Abrasion,2
6256,Falls,Injury Lower Leg,AgeRel Osteoporosis,3
6261,Falls,Injury Lower Leg,Contusion Of Knee,7
6266,Falls,Injury Lower Leg,Dislocation Of Patella,2
6268,Falls,Injury Lower Leg,Displaced Bicondylar Fracture Of Tibia,5
6270,Falls,Injury Lower Leg,Displaced Bimalleolar Fracture Of Leg,2
6278,Falls,Injury Lower Leg,Displaced Spiral Fracture Of Shaft Of Femur,2
6279,Falls,Injury Lower Leg,Displaced Spiral Fracture Of Shaft Of Tibia,3
6280,Falls,Injury Lower Leg,Displaced Subtrochanteric Fracture Of Femur,2
6282,Falls,Injury Lower Leg,Displaced Trimalleolar Fracture Of Leg,2
6286,Falls,Injury Lower Leg,Fracture Of Femur,6
6287,Falls,Injury Lower Leg,Fracture Of Fibula,2
6289,Falls,Injury Lower Leg,Fracture Of Neck Of Femur,2
6290,Falls,Injury Lower Leg,Fracture Of Patella,12
6291,Falls,Injury Lower Leg,Fracture Of Shaft Of Tibia,4
6292,Falls,Injury Lower Leg,Fracture Of Tibia,3
6296,Falls,Injury Lower Leg,Injury Of Body Region,2
6299,Falls,Injury Lower Leg,Intracapsular Fracture Of Femur,3
6300,Falls,Injury Lower Leg,Laceration ,5
6306,Falls,Injury Lower Leg,Nondisplaced Spiral Fracture Of Shaft Of Tibia,2
6308,Falls,Injury Lower Leg,Pain In Knee,2
6309,Falls,Injury Lower Leg,Pain In Leg,2
6311,Falls,Injury Lower Leg,Pathological Fracture,2
6313,Falls,Injury Lower Leg,Periprosth Fracture Around Internal Prosthknee Jt,2
6318,Falls,Injury Lower Leg,Sprain Of Site Of Knee,4
6320,Falls,Injury Lower Leg,Strain Of Quadriceps Musclele,2
6324,Falls,Injury Neck,Anterior Displaced Type II Dens Fracture,2
6325,Falls,Injury Neck,Cervicalgia,2
6331,Falls,Injury Neck,Injury Of Head,3
6337,Falls,Injury Neck,Strain Of Musclele,3
6341,Falls,Injury Neck,Traumatic Subrac Hem,2
6353,Falls,Injury Not Otherwise Listed,Abrasion Of Elbow,2
6354,Falls,Injury Not Otherwise Listed,Abrasion Of Hand,4
6356,Falls,Injury Not Otherwise Listed,Abrasion Of Scalp,2
6359,Falls,Injury Not Otherwise Listed,Acute Kidney Failure,2
6361,Falls,Injury Not Otherwise Listed,Acute Pain,2
6365,Falls,Injury Not Otherwise Listed,AgeRel Osteoporosis,12
6366,Falls,Injury Not Otherwise Listed,Alcohol Abuse,6
6367,Falls,Injury Not Otherwise Listed,Alcohol Dependence,2
6369,Falls,Injury Not Otherwise Listed,Anemia,2
6370,Falls,Injury Not Otherwise Listed,Anterior Dislocation Of Humerus,3
6372,Falls,Injury Not Otherwise Listed,Anterior Displaced Type II Dens Fracture,2
6373,Falls,Injury Not Otherwise Listed,Anxiety Disorder,2
6377,Falls,Injury Not Otherwise Listed,Cerebral Infarction,2
6379,Falls,Injury Not Otherwise Listed,Chest Pain,6
6381,Falls,Injury Not Otherwise Listed,Collapsed Vertebra,2
6382,Falls,Injury Not Otherwise Listed,Colles Fracture Of Radius,2
6384,Falls,Injury Not Otherwise Listed,Concussion,9
6385,Falls,Injury Not Otherwise Listed,Contusion Of Abdominal Wall,2
6386,Falls,Injury Not Otherwise Listed,Contusion Of Back And Pelvis,5
6388,Falls,Injury Not Otherwise Listed,Contusion Of Elbow,2
6389,Falls,Injury Not Otherwise Listed,Contusion Of Eyelid And Periocular Area,5
6390,Falls,Injury Not Otherwise Listed,Contusion Of Foot,2
6391,Falls,Injury Not Otherwise Listed,Contusion Of Front Wall Of Thorax,2
6392,Falls,Injury Not Otherwise Listed,Contusion Of Head,12
6393,Falls,Injury Not Otherwise Listed,Contusion Of Hip,10
6394,Falls,Injury Not Otherwise Listed,Contusion Of Knee,8
6395,Falls,Injury Not Otherwise Listed,Contusion Of Leg,3
6397,Falls,Injury Not Otherwise Listed,Contusion Of Scalp,9
6399,Falls,Injury Not Otherwise Listed,Contusion Of Shoulder,3
6404,Falls,Injury Not Otherwise Listed,Dementia,3
6409,Falls,Injury Not Otherwise Listed,Dislocation Of Ankle Joint,2
6410,Falls,Injury Not Otherwise Listed,Dislocation Of Hip,3
6411,Falls,Injury Not Otherwise Listed,Dislocation Of Internal Hip Prosthesis,6
6412,Falls,Injury Not Otherwise Listed,Dislocation Of Patella,4
6413,Falls,Injury Not Otherwise Listed,Dislocation Of Shoulder Joint,7
6414,Falls,Injury Not Otherwise Listed,Displaced Bicondylar Fracture Of Tibia,5
6416,Falls,Injury Not Otherwise Listed,Displaced Bimalleolar Fracture Of Leg,13
6417,Falls,Injury Not Otherwise Listed,Displaced Comminuted Fracture Of Patella,2
6420,Falls,Injury Not Otherwise Listed,Displaced Comminuted Fracture Shaft Of Humerus,3
6425,Falls,Injury Not Otherwise Listed,Displaced Intertrochanteric Fracture Of Femur,62
6426,Falls,Injury Not Otherwise Listed,Displaced Midcervical Fracture Of Femur,6
6427,Falls,Injury Not Otherwise Listed,Displaced Oblique Fracture Of Shaft Of Femur,3
6428,Falls,Injury Not Otherwise Listed,Displaced Oblique Fracture Shaft Of Humerus,2
6429,Falls,Injury Not Otherwise Listed,Displaced Pilon Fracture Of Tibia,2
6432,Falls,Injury Not Otherwise Listed,Displaced Spiral Fracture Of Shaft Of Femur,2
6433,Falls,Injury Not Otherwise Listed,Displaced Spiral Fracture Shaft Of Humerus,5
6434,Falls,Injury Not Otherwise Listed,Displaced Subtrochanteric Fracture Of Femur,4
6435,Falls,Injury Not Otherwise Listed,Displaced Suprcndl Fracture,6
6437,Falls,Injury Not Otherwise Listed,Displaced Transverse Fracture Of Patella,3
6440,Falls,Injury Not Otherwise Listed,Displaced Trimalleol Fracturelo,3
6441,Falls,Injury Not Otherwise Listed,Displaced Trimalleolar Fracture Of Leg,15
6444,Falls,Injury Not Otherwise Listed,Effusion,2
6445,Falls,Injury Not Otherwise Listed,Encephalopathy,2
6446,Falls,Injury Not Otherwise Listed,Encounter For Exam And Observation Accident,2
6447,Falls,Injury Not Otherwise Listed,Epilepsy,2
6451,Falls,Injury Not Otherwise Listed,Fracture Of Acetabulum,2
6454,Falls,Injury Not Otherwise Listed,Fracture Of Calcaneus,3
6456,Falls,Injury Not Otherwise Listed,Fracture Of Cervical Vertebra,2
6457,Falls,Injury Not Otherwise Listed,Fracture Of Clavicle,2
6458,Falls,Injury Not Otherwise Listed,Fracture Of Femur,10
6459,Falls,Injury Not Otherwise Listed,Fracture Of Fibula,4
6461,Falls,Injury Not Otherwise Listed,Fracture Of Greater Trochanter Of Femur,2
6462,Falls,Injury Not Otherwise Listed,Fracture Of Greater Tuberosity Of Humerus,3
6463,Falls,Injury Not Otherwise Listed,Fracture Of Head And Neck Of Femur,3
6465,Falls,Injury Not Otherwise Listed,Fracture Of Humerus,23
6469,Falls,Injury Not Otherwise Listed,Fracture Of Leg,4
6470,Falls,Injury Not Otherwise Listed,Fracture Of Lumbar Vertebra,10
6472,Falls,Injury Not Otherwise Listed,Fracture Of Medial Malleolus Of Tibia,2
6474,Falls,Injury Not Otherwise Listed,Fracture Of Nasal Bones,6
6475,Falls,Injury Not Otherwise Listed,Fracture Of Neck Of Femur,28
6478,Falls,Injury Not Otherwise Listed,Fracture Of Orbital Floor,2
6479,Falls,Injury Not Otherwise Listed,Fracture Of Patella,4
6482,Falls,Injury Not Otherwise Listed,Fracture Of Pubis,10
6483,Falls,Injury Not Otherwise Listed,Fracture Of Sacrum,2
6487,Falls,Injury Not Otherwise Listed,Fracture Of Shaft Of Humerus,3
6489,Falls,Injury Not Otherwise Listed,Fracture Of Superior Rim Of Pubis,4
6490,Falls,Injury Not Otherwise Listed,Fracture Of Surgical Neck Of Humerus,4
6492,Falls,Injury Not Otherwise Listed,Fracture Of Talus,2
6493,Falls,Injury Not Otherwise Listed,Fracture Of The Of Radius,8
6495,Falls,Injury Not Otherwise Listed,Fracture Of Tibia,2
6496,Falls,Injury Not Otherwise Listed,Fracture Of Ulna,3
6502,Falls,Injury Not Otherwise Listed,HypoOsmolality And Hyponatremia,2
6506,Falls,Injury Not Otherwise Listed,Injuries Of Head,2
6510,Falls,Injury Not Otherwise Listed,Injury Of Body Region,2
6511,Falls,Injury Not Otherwise Listed,Injury Of Head,26
6512,Falls,Injury Not Otherwise Listed,Injury Of Leg,2
6513,Falls,Injury Not Otherwise Listed,Injury Of Shoulder And Arm,6
6515,Falls,Injury Not Otherwise Listed,Injury Of Thorax,3
6517,Falls,Injury Not Otherwise Listed,Intartic Fracture Of Radius,6
6519,Falls,Injury Not Otherwise Listed,Internal Derangement Of Knee,3
6520,Falls,Injury Not Otherwise Listed,Intracapsular Fracture Of Femur,11
6521,Falls,Injury Not Otherwise Listed,Intracranial Injury,3
6524,Falls,Injury Not Otherwise Listed,Laceration ,85
6528,Falls,Injury Not Otherwise Listed,Low Back Pain,4
6535,Falls,Injury Not Otherwise Listed,Multiple Fractures Of Ribs,7
6538,Falls,Injury Not Otherwise Listed,Nondisplaced Comminuted Fracture Of Patella,2
6539,Falls,Injury Not Otherwise Listed,Nondisplaced Intertrochanteric Fracture Of Femur,6
6550,Falls,Injury Not Otherwise Listed,Pain In Foot,5
6551,Falls,Injury Not Otherwise Listed,Pain In Hip,8
6552,Falls,Injury Not Otherwise Listed,Pain In Knee,4
6555,Falls,Injury Not Otherwise Listed,Pain In Thoracic Spine,2
6557,Falls,Injury Not Otherwise Listed,Pathological Fracture,2
6559,Falls,Injury Not Otherwise Listed,Periprosth Fracture Around Internal Prosthhip Jt,2
6560,Falls,Injury Not Otherwise Listed,Periprosth Fracture Around Internal Prosthknee Jt,6
6561,Falls,Injury Not Otherwise Listed,Physeal Fracture Of Humerus,2
6564,Falls,Injury Not Otherwise Listed,Poisoning Conseq Of External Causes Comp Preg,3
6569,Falls,Injury Not Otherwise Listed,Rhabdomyolysis,3
6572,Falls,Injury Not Otherwise Listed,Sepsis,8
6573,Falls,Injury Not Otherwise Listed,Sprain Of Hip,2
6575,Falls,Injury Not Otherwise Listed,Sprain Of Ligament Of Ankle,6
6577,Falls,Injury Not Otherwise Listed,Sprain Of Medial Collateral Ligament Of Knee,2
6578,Falls,Injury Not Otherwise Listed,Sprain Of Site Of Knee,6
6579,Falls,Injury Not Otherwise Listed,Sprain Of Wrist,2
6580,Falls,Injury Not Otherwise Listed,Stable Burst Fracture Of Lumbar Vertebra,4
6581,Falls,Injury Not Otherwise Listed,Stable Burst Fracture Of T11T12 Vertebra,5
6586,Falls,Injury Not Otherwise Listed,Strain Of Musclele,11
6587,Falls,Injury Not Otherwise Listed,Strain Of Quadriceps Musclele,3
6589,Falls,Injury Not Otherwise Listed,Syncope And Collapse,3
6592,Falls,Injury Not Otherwise Listed,Traumatic Ischemia Of Musclele,3
6593,Falls,Injury Not Otherwise Listed,Traumatic Subdr Hem,6
6594,Falls,Injury Not Otherwise Listed,Traumatic Subrac Hem,8
6597,Falls,Injury Not Otherwise Listed,Urinary Tract Infection,4
6598,Falls,Injury Not Otherwise Listed,Wedge Compression Fracture Of Lumbar Vertebra,2
6612,Falls,Injury Of Cranial Nerve ,Injury Of Head,7
6613,Falls,Injury Of Cranial Nerve ,Laceration ,6
6619,Falls,Injury Of Face ,Fracture Of Nasal Bones,2
6626,Falls,Injury Pelvis,Cerebral Infarction,4
6627,Falls,Injury Pelvis,Contusion Of Hip,5
6629,Falls,Injury Pelvis,Displaced Intertrochanteric Fracture Of Femur,2
6631,Falls,Injury Pelvis,Fracture Of Neck Of Femur,2
6632,Falls,Injury Pelvis,Fracture Of Pubis,3
6635,Falls,Injury Pelvis,Intracapsular Fracture Of Femur,2
6639,Falls,Injury Shoulder Or Upper Arm,2Part Fracture Of Surgical Neck Of Humerus,2
6641,Falls,Injury Shoulder Or Upper Arm,Anterior Dislocation Of Humerus,3
6644,Falls,Injury Shoulder Or Upper Arm,Contusion Of Head,2
6651,Falls,Injury Shoulder Or Upper Arm,Dislocation Of Shoulder Joint,4
6658,Falls,Injury Shoulder Or Upper Arm,Focal Tbi,3
6659,Falls,Injury Shoulder Or Upper Arm,Fracture Of Clavicle,2
6661,Falls,Injury Shoulder Or Upper Arm,Fracture Of Humerus,11
6666,Falls,Injury Shoulder Or Upper Arm,Fracture Of Shaft Of Humerus,2
6667,Falls,Injury Shoulder Or Upper Arm,Fracture Of Surgical Neck Of Humerus,14
6670,Falls,Injury Shoulder Or Upper Arm,Injury Of Head,2
6671,Falls,Injury Shoulder Or Upper Arm,Injury Of Shoulder And Arm,2
6672,Falls,Injury Shoulder Or Upper Arm,Laceration ,3
6675,Falls,Injury Shoulder Or Upper Arm,Pain In Shoulder,3
6682,Falls,Injury Shoulder Or Upper Arm,Strain Muscle Fasc Tend At Shldr Up Arm,2
6683,Falls,Injury Shoulder Or Upper Arm,Strain Of Musclele,3
6685,Falls,Injury Shoulder Or Upper Arm,Traumatic Subdr Hem,3
6689,Falls,Injury Thigh Upper Leg,AgeRel Osteoporosis,4
6694,Falls,Injury Thigh Upper Leg,Displaced Intertrochanteric Fracture Of Femur,5
6695,Falls,Injury Thigh Upper Leg,Displaced Midcervical Fracture Of Femur,2
6696,Falls,Injury Thigh Upper Leg,Displaced Subtrochanteric Fracture Of Femur,7
6697,Falls,Injury Thigh Upper Leg,Displaced Suprcndl Fracture,3
6698,Falls,Injury Thigh Upper Leg,Displaced Transverse Fracture Of Shaft Of Femur,2
6699,Falls,Injury Thigh Upper Leg,Fracture Of Femur,3
6700,Falls,Injury Thigh Upper Leg,Fracture Of Neck Of Femur,2
6703,Falls,Injury Thigh Upper Leg,Fracture Of Shaft Of Femur,2
6704,Falls,Injury Thigh Upper Leg,Intracapsular Fracture Of Femur,3
6706,Falls,Injury Thigh Upper Leg,Nondisplaced Intertrochanteric Fracture Of Femur,2
6707,Falls,Injury Thigh Upper Leg,Sprain Of Medial Collateral Ligament Of Knee,2
6715,Falls,Injury Wrist Hand Or Fingers,Fracture Of The Of Radius,5
6720,Falls,Injury Wrist Hand Or Fingers,Intartic Fracture Of Radius,2
6726,Falls,Intracranial Stroke CVa Hemorrhagic,Injury Of Head,2
6727,Falls,Intracranial Stroke CVa Hemorrhagic,Laceration ,7
6731,Falls,Intracranial Stroke CVa Hemorrhagic,Traumatic Ischemia Of Musclele,2
6733,Falls,Laceration ion Without Foreign Body Thigh Sequela,Concussion,2
6734,Falls,Laceration ion Without Foreign Body Thigh Sequela,Laceration ,20
6735,Falls,Laceration ion Without Foreign Body Thigh Sequela,Repeated Falls,2
6764,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Kidney Failure,5
6767,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Respiratory Failure,3
6768,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,3
6769,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,2
6771,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,2
6778,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Cerebral Infarction D T Occls Or Stenos Of Mid Cerebral Art,2
6779,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Concussion,2
6782,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Contusion Of Scalp,3
6784,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Dehydration,2
6785,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Dementia,2
6791,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,3
6797,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Fracture Of Nasal Bones,2
6805,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Hypokalemia,2
6809,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Injury Of Head,7
6813,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Laceration ,7
6816,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,NonSt Elevation Nstemi Myocardial Infarction,3
6819,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Orthostatic Hypotension,2
6823,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Antieplptc And SedHypntc Drugs,2
6825,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By Narcotics,2
6830,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Rhabdomyolysis,2
6832,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,15
6835,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,7
6839,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Traumatic Subdr Hem,5
6840,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Traumatic Subrac Hem,8
6842,Falls,Neuro Altered Mental Status Altered Loc Decreased Loc,Urinary Tract Infection,7
6850,Falls,Neuro Headache Pain,Concussion,5
6851,Falls,Neuro Headache Pain,Contusion Of Head,2
6853,Falls,Neuro Headache Pain,Contusion Of Scalp,4
6855,Falls,Neuro Headache Pain,Headache,3
6856,Falls,Neuro Headache Pain,Injuries Of Head,2
6857,Falls,Neuro Headache Pain,Injury Of Head,8
6858,Falls,Neuro Headache Pain,Laceration ,6
6859,Falls,Neuro Headache Pain,Migraine,2
6861,Falls,Neuro Headache Pain,Syncope And Collapse,2
6871,Falls,Neuro Seizure,Concussion,2
6872,Falls,Neuro Seizure,Convulsions,6
6873,Falls,Neuro Seizure,Epilepsy,6
6877,Falls,Neuro Stroke CVa,Cerebral Infarction,11
